Number,Tweet
4770,*Mulher que se autodenominava 'Templária do Tráfico' é presa com réplica de espada medieval https://glo.bo/2lJl24R  
4771,*Vergonhoso. Ridículo. Medieval. Monstros. Numa hora dessa eu penso: A JUSTIÇA vai punir ou vai indeniza-los por serem bandidos? 
1599984,*Noss eu qria mt ser uma plebeia na era medieval q conquistou a realeza lutando com espada e conquistou um castelo mo daora que tinha dragões
884425,"*aqui foi invertido as matérias aí eu não tenho medieval esse ano, tenho moderna, aí já tô com medo de medieval"""
11706,*1/ Le Vieux Lyon - France 
4778,"*Sempre que leio """"RAINHA ELIZABETH"""" eu penso nas parada medieval e fico MALUKO achando o tanto que isso é LEGAL/CHATO/PATÉTICO. PARADOGUILOS."""
4779,"*""""Nancy Mulligan"""" tem uma batida medieval, socorro eu tô amando essa música"""
688234,*fiquei sem internet pc celular o dia fucking todo Eu Amo A Era Medieval!
690427,*bom eu tava com esperanças pra emerald city porem elas foram pro saco
21732,*e eu já disse que odeio isso de calouro veterano?
884409,"*Digo eu, se vamos a #Coto (#Barreiros) a ver se a #tumba medieval en rocha esta visible hoxe? Anque sexa só excusa para desfrutar do sol..."""
884426,*Se eu vos disser que tou fodido nível maximo para Medieval de Portugal e que não arranjo resumos vcs fazem-me o exame?
881180,*Globo repórter medieval hoje aí eu vou chorar aaaaaaa eu amo eu acho lindo
835770,*Novela medieval “Deus Salve o Rei” vai substituir “Chuvas de Verão” http://noticiasdetv.com/2017/01/02/novela-medieval-deus-salve-o-rei-vai-substituir-chuvas-de-verao/ … via @onoticiasdetv
835771,*gente eu tava vendo uns comentarios homofobicos num video do canal do @nunesjoely me senti na era medieval credo
835772,*@RMCinfo @pascalperri l'islam médiéval était rayonnant !  Et il y en a eu plusieurs comme avec Suleyman le Magnifique
835773,*eu gosto bastante mas medieval warfare afffff que delicia
21730,*Se um padre batiza meu filho assim eu batizo a cara dele de porrada! Que horrível! Parece batismo medieval! 
835755,*La seule mauvaise note que j'ai eu en Médiéval c'est 10.5
766977,"*Eu não sou muito fã de fantasia medieval, deve ser isso. Mas o filme em si é competente pra caralho, em especial a CGI"""
766976,*Em certa parte mudava pra um cenário de guerra medieval e eu tava num cavalo lutando e foi muito maneiro.
766975,*Teve uma feira medieval em porto alegre e eu não fui. Me mato agora ou depois?
766974,"*Só queria saber pq o professor de medieval não posta as notas, eu vou morreeeeeeer"""
766973,*alguém conhece um livro mt bom q acontece durante a época medieval? pf pf pf eu quero muito
766972,*E eu quando descobri que a professora de Medieval se divorciou e logo depois tava namorando a professora de Antiga????
766971,"*cara de desprezo, sabe? E uma vez eu tentei me vestir com coisas que lembram a época medieval e eu"""
877999,"*When in human history have white people even coexisted peacefully -- Greece, Medieval EU, French/American Revolutions, World Wars I or II?"""
42469,*uma vez eu tava bebado e ninguem tava entendendo meu inglês e eu acabei quebrando uma pintura medieval do século xiv
881181,*eu acho tao lindo esses lugares que ainda tem a arquitetura medieval
